Operation,Certificate,ProcessingTime(ms),Status
Issue,CERT: 69362,10.465,Issued
Issue,CERT: 88689,10.559,Issued
Issue,CERT: 21494,10.479,Issued
Issue,CERT: 37461,10.380,Issued
Issue,CERT: 92484,10.503,Issued
Issue,CERT: 25251,10.113,Issued
Issue,CERT: 99402,10.410,Issued
Issue,CERT: 4296,10.218,Issued
Issue,CERT: 47643,10.452,Issued
Issue,CERT: 60823,10.371,Issued
Issue,CERT: 87519,10.170,Issued
Issue,CERT: 79519,10.616,Issued
Issue,CERT: 99706,10.228,Issued
Issue,CERT: 10388,10.476,Issued
Issue,CERT: 74897,10.511,Issued
Issue,CERT: 16293,10.477,Issued
Issue,CERT: 22086,10.439,Issued
Issue,CERT: 47188,10.230,Issued
Issue,CERT: 62691,10.436,Issued
Issue,CERT: 23517,10.541,Issued
Issue,CERT: 17558,10.453,Issued
Issue,CERT: 74965,10.497,Issued
Issue,CERT: 54894,10.343,Issued
Issue,CERT: 1969,10.538,Issued
Issue,CERT: 36757,10.391,Issued
Issue,CERT: 66935,10.472,Issued
Issue,CERT: 53156,10.581,Issued
Issue,CERT: 91828,10.297,Issued
Issue,CERT: 96676,10.470,Issued
Issue,CERT: 85455,10.385,Issued
Issue,CERT: 95794,10.543,Issued
Issue,CERT: 66570,10.545,Issued
Issue,CERT: 90613,10.389,Issued
Issue,CERT: 51617,10.523,Issued
Issue,CERT: 85928,10.404,Issued
Issue,CERT: 16336,10.570,Issued
Issue,CERT: 46643,10.401,Issued
Issue,CERT: 79505,10.234,Issued
Issue,CERT: 35908,10.231,Issued
Issue,CERT: 13028,10.374,Issued
Issue,CERT: 88121,10.467,Issued
Issue,CERT: 84907,10.519,Issued
Issue,CERT: 65813,10.286,Issued
Issue,CERT: 48747,10.542,Issued
Issue,CERT: 71403,10.449,Issued
Issue,CERT: 16997,10.470,Issued
Issue,CERT: 43789,10.361,Issued
Issue,CERT: 41020,10.323,Issued
Issue,CERT: 67000,10.112,Issued
Issue,CERT: 38300,10.495,Issued
Issue,CERT: 41754,10.372,Issued
Issue,CERT: 30282,10.274,Issued
Issue,CERT: 72417,10.164,Issued
Issue,CERT: 44724,10.419,Issued
Issue,CERT: 89147,10.473,Issued
Issue,CERT: 23902,10.527,Issued
Issue,CERT: 65772,10.261,Issued
Issue,CERT: 78992,10.429,Issued
Issue,CERT: 99257,10.414,Issued
Issue,CERT: 86655,10.494,Issued
Issue,CERT: 54922,10.482,Issued
Issue,CERT: 1205,10.225,Issued
Issue,CERT: 29753,10.360,Issued
Issue,CERT: 66626,10.487,Issued
Issue,CERT: 63372,10.600,Issued
Issue,CERT: 21067,10.237,Issued
Issue,CERT: 27139,10.373,Issued
Issue,CERT: 75567,10.519,Issued
Issue,CERT: 40731,10.400,Issued
Issue,CERT: 8074,10.474,Issued
Issue,CERT: 73111,10.665,Issued
Issue,CERT: 90252,10.160,Issued
Issue,CERT: 83582,10.608,Issued
Issue,CERT: 68878,10.374,Issued
Issue,CERT: 37984,10.515,Issued
Issue,CERT: 39310,10.648,Issued
Issue,CERT: 34655,10.254,Issued
Issue,CERT: 59,10.391,Issued
Issue,CERT: 31524,10.482,Issued
Issue,CERT: 15903,10.423,Issued
Issue,CERT: 46618,10.191,Issued
Issue,CERT: 69800,10.522,Issued
Issue,CERT: 38122,10.226,Issued
Issue,CERT: 63520,10.392,Issued
Issue,CERT: 94181,10.107,Issued
Issue,CERT: 3600,10.376,Issued
Issue,CERT: 82260,10.247,Issued
Issue,CERT: 4906,10.416,Issued
Issue,CERT: 37716,10.377,Issued
Issue,CERT: 17403,10.497,Issued
Issue,CERT: 98571,10.462,Issued
Issue,CERT: 24861,10.363,Issued
Issue,CERT: 33091,10.422,Issued
Issue,CERT: 40259,10.503,Issued
Issue,CERT: 24133,10.390,Issued
Issue,CERT: 54547,10.509,Issued
Issue,CERT: 82785,10.503,Issued
Issue,CERT: 10527,10.442,Issued
Issue,CERT: 50803,10.475,Issued
Issue,CERT: 87796,10.366,Issued
Issue,CERT: 11168,10.478,Issued
Issue,CERT: 5485,10.401,Issued
Issue,CERT: 97755,10.447,Issued
Issue,CERT: 23647,10.399,Issued
Issue,CERT: 19599,10.377,Issued
Issue,CERT: 25852,10.547,Issued
Issue,CERT: 11707,10.454,Issued
Issue,CERT: 73589,10.406,Issued
Issue,CERT: 13750,10.419,Issued
Issue,CERT: 98620,10.508,Issued
Issue,CERT: 84015,10.626,Issued
Issue,CERT: 38234,10.271,Issued
Issue,CERT: 14761,10.416,Issued
Issue,CERT: 8596,10.443,Issued
Issue,CERT: 81870,10.368,Issued
Issue,CERT: 31756,10.434,Issued
Issue,CERT: 21944,10.458,Issued
Issue,CERT: 45510,10.553,Issued
Issue,CERT: 40493,10.442,Issued
Issue,CERT: 97878,10.069,Issued
Issue,CERT: 17492,10.263,Issued
Issue,CERT: 34315,10.500,Issued
Issue,CERT: 97571,10.467,Issued
Issue,CERT: 98426,10.462,Issued
Issue,CERT: 74017,10.501,Issued
Issue,CERT: 81895,10.274,Issued
Issue,CERT: 29517,10.422,Issued
Issue,CERT: 99218,10.477,Issued
Issue,CERT: 53081,10.581,Issued
Issue,CERT: 58867,10.243,Issued
Issue,CERT: 1868,10.343,Issued
Issue,CERT: 85990,10.452,Issued
Issue,CERT: 19261,10.459,Issued
Issue,CERT: 11511,10.312,Issued
Issue,CERT: 98351,10.511,Issued
Issue,CERT: 27049,10.489,Issued
Issue,CERT: 1736,10.385,Issued
Issue,CERT: 37214,10.423,Issued
Issue,CERT: 49538,10.290,Issued
Issue,CERT: 45313,10.533,Issued
Issue,CERT: 3395,10.495,Issued
Issue,CERT: 68066,10.366,Issued
Issue,CERT: 60246,10.490,Issued
Issue,CERT: 39332,10.394,Issued
Issue,CERT: 32277,10.509,Issued
Issue,CERT: 37214,10.415,Issued
Issue,CERT: 41920,10.786,Issued
Issue,CERT: 23308,10.409,Issued
Issue,CERT: 57759,10.456,Issued
Issue,CERT: 19159,10.438,Issued
Issue,CERT: 65076,10.406,Issued
Issue,CERT: 21268,10.510,Issued
Issue,CERT: 14163,10.520,Issued
Issue,CERT: 92325,10.526,Issued
Issue,CERT: 74157,10.318,Issued
Issue,CERT: 22221,10.601,Issued
Issue,CERT: 23312,10.268,Issued
Issue,CERT: 75499,10.470,Issued
Issue,CERT: 92128,10.548,Issued
Issue,CERT: 26871,10.442,Issued
Issue,CERT: 47107,10.478,Issued
Issue,CERT: 6501,10.323,Issued
Issue,CERT: 73303,10.483,Issued
Issue,CERT: 89719,10.554,Issued
Issue,CERT: 82692,10.533,Issued
Issue,CERT: 16631,10.382,Issued
Issue,CERT: 36716,10.619,Issued
Issue,CERT: 13327,10.486,Issued
Issue,CERT: 22447,10.340,Issued
Issue,CERT: 8873,10.365,Issued
Issue,CERT: 82935,10.500,Issued
Issue,CERT: 11586,10.503,Issued
Issue,CERT: 98264,10.491,Issued
Issue,CERT: 58286,10.456,Issued
Issue,CERT: 22055,10.273,Issued
Issue,CERT: 22205,10.114,Issued
Issue,CERT: 44421,10.592,Issued
Issue,CERT: 6397,10.102,Issued
Issue,CERT: 37153,10.466,Issued
Issue,CERT: 6920,10.483,Issued
Issue,CERT: 53967,10.584,Issued
Issue,CERT: 46408,10.495,Issued
Issue,CERT: 73562,10.480,Issued
Issue,CERT: 17262,10.625,Issued
Issue,CERT: 36316,10.475,Issued
Issue,CERT: 71171,10.337,Issued
Issue,CERT: 86297,10.507,Issued
Issue,CERT: 64373,10.463,Issued
Issue,CERT: 16069,10.606,Issued
Issue,CERT: 47575,10.430,Issued
Issue,CERT: 4256,10.544,Issued
Issue,CERT: 27752,10.448,Issued
Issue,CERT: 24811,10.417,Issued
Issue,CERT: 92779,10.335,Issued
Issue,CERT: 52368,10.508,Issued
Issue,CERT: 2253,10.357,Issued
Issue,CERT: 84857,10.074,Issued
Issue,CERT: 93845,10.331,Issued
Issue,CERT: 93386,10.540,Issued
Issue,CERT: 59671,10.407,Issued
Issue,CERT: 66736,10.525,Issued
Issue,CERT: 83855,10.485,Issued
Issue,CERT: 76500,10.374,Issued
Issue,CERT: 10142,10.642,Issued
Issue,CERT: 31984,10.258,Issued
Issue,CERT: 80758,10.524,Issued
Issue,CERT: 30539,10.549,Issued
Issue,CERT: 40120,10.292,Issued
Issue,CERT: 90916,10.519,Issued
Issue,CERT: 3382,10.525,Issued
Issue,CERT: 29225,10.458,Issued
Issue,CERT: 72384,10.488,Issued
Issue,CERT: 6582,10.497,Issued
Issue,CERT: 82530,10.593,Issued
Issue,CERT: 17374,10.390,Issued
Issue,CERT: 4086,10.463,Issued
Issue,CERT: 44419,10.504,Issued
Issue,CERT: 6672,10.371,Issued
Issue,CERT: 70613,10.432,Issued
Issue,CERT: 89452,10.371,Issued
Issue,CERT: 40574,10.597,Issued
Issue,CERT: 34261,10.399,Issued
Issue,CERT: 14746,10.527,Issued
Issue,CERT: 25910,10.301,Issued
Issue,CERT: 26747,10.440,Issued
Issue,CERT: 82946,10.276,Issued
Issue,CERT: 3037,10.491,Issued
Issue,CERT: 85012,10.584,Issued
Issue,CERT: 71731,10.406,Issued
Issue,CERT: 57807,10.404,Issued
Issue,CERT: 81889,10.184,Issued
Issue,CERT: 49195,10.452,Issued
Issue,CERT: 12815,10.270,Issued
Issue,CERT: 70273,10.521,Issued
Issue,CERT: 68847,10.453,Issued
Issue,CERT: 84330,10.505,Issued
Issue,CERT: 79994,10.461,Issued
Issue,CERT: 21496,10.476,Issued
Issue,CERT: 63260,10.613,Issued
Issue,CERT: 23043,10.407,Issued
Issue,CERT: 55689,10.549,Issued
Issue,CERT: 67324,10.499,Issued
Issue,CERT: 13544,10.258,Issued
Issue,CERT: 17880,10.583,Issued
Issue,CERT: 43180,10.528,Issued
Issue,CERT: 82626,10.590,Issued
Issue,CERT: 75369,10.502,Issued
Issue,CERT: 47933,10.353,Issued
Issue,CERT: 79275,10.531,Issued
Issue,CERT: 91207,10.370,Issued
Issue,CERT: 44253,10.343,Issued
Issue,CERT: 43811,10.504,Issued
Issue,CERT: 9280,10.454,Issued
Issue,CERT: 91349,10.506,Issued
Issue,CERT: 54650,10.474,Issued
Issue,CERT: 49668,10.509,Issued
Issue,CERT: 63513,10.459,Issued
Issue,CERT: 19854,10.552,Issued
Issue,CERT: 69180,10.423,Issued
Issue,CERT: 50336,10.266,Issued
Issue,CERT: 70810,10.507,Issued
Issue,CERT: 63855,10.110,Issued
Issue,CERT: 97839,10.530,Issued
Issue,CERT: 61997,10.359,Issued
Issue,CERT: 59004,10.510,Issued
Issue,CERT: 56646,10.324,Issued
Issue,CERT: 74478,10.271,Issued
Issue,CERT: 83670,10.298,Issued
Issue,CERT: 15122,10.223,Issued
Issue,CERT: 78438,10.458,Issued
Issue,CERT: 15947,10.209,Issued
Issue,CERT: 99090,10.143,Issued
Issue,CERT: 70423,10.283,Issued
Issue,CERT: 81434,10.222,Issued
Issue,CERT: 9369,10.194,Issued
Issue,CERT: 46880,10.111,Issued
Issue,CERT: 54722,10.450,Issued
Issue,CERT: 95314,10.415,Issued
Issue,CERT: 50928,10.193,Issued
Issue,CERT: 72334,10.523,Issued
Issue,CERT: 55525,10.133,Issued
Issue,CERT: 87682,10.180,Issued
Issue,CERT: 99193,10.271,Issued
Issue,CERT: 92119,10.280,Issued
Issue,CERT: 73385,10.427,Issued
Issue,CERT: 48585,10.509,Issued
Issue,CERT: 58528,10.536,Issued
Issue,CERT: 74123,10.210,Issued
Issue,CERT: 229,10.594,Issued
Issue,CERT: 25917,10.432,Issued
Issue,CERT: 60157,10.502,Issued
Issue,CERT: 75032,10.331,Issued
Issue,CERT: 67982,10.460,Issued
Issue,CERT: 37552,10.431,Issued
Issue,CERT: 42181,10.392,Issued
Issue,CERT: 40608,10.475,Issued
Issue,CERT: 56262,10.457,Issued
Issue,CERT: 68093,10.433,Issued
Issue,CERT: 16616,10.463,Issued
Issue,CERT: 1765,10.547,Issued
Issue,CERT: 25886,10.325,Issued
Issue,CERT: 59136,10.792,Issued
Issue,CERT: 42932,10.073,Issued
Issue,CERT: 81078,10.155,Issued
Issue,CERT: 67481,10.165,Issued
Issue,CERT: 28346,10.357,Issued
Issue,CERT: 30750,10.272,Issued
Issue,CERT: 44550,10.552,Issued
Issue,CERT: 41630,10.594,Issued
Issue,CERT: 80956,10.368,Issued
Issue,CERT: 86914,10.590,Issued
Issue,CERT: 38803,10.346,Issued
Issue,CERT: 84926,10.481,Issued
Issue,CERT: 87349,10.593,Issued
Issue,CERT: 93955,10.277,Issued
Issue,CERT: 52750,10.592,Issued
Issue,CERT: 66600,10.687,Issued
Verify,CERT: 57459,10.146,Valid
Verify,CERT: 42553,10.216,Valid
Verify,CERT: 89574,10.460,Valid
Verify,CERT: 23666,10.178,Valid
Verify,CERT: 4858,10.571,Valid
Verify,CERT: 89695,10.141,Valid
Verify,CERT: 43110,10.528,Valid
Verify,CERT: 38046,10.417,Valid
Verify,CERT: 63340,10.472,Valid
Verify,CERT: 23482,10.160,Valid
Verify,CERT: 60268,10.044,Valid
Verify,CERT: 48451,10.262,Valid
Verify,CERT: 36120,10.383,Valid
Verify,CERT: 76229,10.330,Valid
Verify,CERT: 73188,10.542,Valid
Verify,CERT: 7502,10.496,Valid
Verify,CERT: 94236,10.029,Valid
Verify,CERT: 86294,10.140,Valid
Verify,CERT: 63585,10.050,Valid
Verify,CERT: 77901,10.524,Valid
Verify,CERT: 79438,10.119,Valid
Verify,CERT: 4994,10.451,Valid
Verify,CERT: 99563,10.356,Valid
Verify,CERT: 25126,10.366,Valid
Verify,CERT: 34575,10.118,Valid
Verify,CERT: 44842,10.219,Valid
Verify,CERT: 4226,10.182,Valid
Verify,CERT: 6495,10.156,Valid
Verify,CERT: 72094,10.490,Valid
Verify,CERT: 92567,10.185,Valid
Verify,CERT: 18230,10.324,Valid
Verify,CERT: 68285,10.479,Valid
Verify,CERT: 65577,10.165,Valid
Verify,CERT: 82195,10.291,Valid
Verify,CERT: 51048,10.370,Valid
Verify,CERT: 85678,10.251,Valid
Verify,CERT: 3293,10.141,Valid
Verify,CERT: 46865,10.240,Valid
Verify,CERT: 96805,10.137,Valid
Verify,CERT: 12445,10.247,Valid
Verify,CERT: 58022,10.090,Valid
Verify,CERT: 97782,10.274,Valid
Verify,CERT: 24815,10.380,Valid
Verify,CERT: 34598,10.280,Valid
Verify,CERT: 98526,10.149,Valid
Verify,CERT: 46873,10.249,Valid
Verify,CERT: 66946,10.044,Valid
Verify,CERT: 82659,10.227,Valid
Verify,CERT: 19809,10.463,Valid
Verify,CERT: 93833,10.603,Valid
Verify,CERT: 72410,10.305,Valid
Verify,CERT: 11169,10.520,Valid
Verify,CERT: 10549,10.320,Valid
Verify,CERT: 19561,10.234,Valid
Verify,CERT: 94120,10.305,Valid
Verify,CERT: 2769,10.227,Valid
Verify,CERT: 76087,10.258,Valid
Verify,CERT: 94985,10.647,Valid
Verify,CERT: 81161,10.532,Valid
Verify,CERT: 14453,10.196,Valid
Verify,CERT: 42834,10.516,Valid
Verify,CERT: 74267,10.095,Valid
Verify,CERT: 80807,10.251,Valid
Verify,CERT: 42635,10.577,Valid
Verify,CERT: 26803,10.549,Valid
Verify,CERT: 94591,10.558,Valid
Verify,CERT: 76114,10.317,Valid
Verify,CERT: 64941,10.301,Valid
Verify,CERT: 27844,10.248,Valid
Verify,CERT: 29721,10.103,Valid
Verify,CERT: 63255,10.561,Valid
Verify,CERT: 46118,10.424,Valid
Verify,CERT: 85317,10.231,Valid
Verify,CERT: 92865,10.173,Valid
Verify,CERT: 72669,10.307,Valid
Verify,CERT: 83141,10.440,Valid
Verify,CERT: 36227,10.234,Valid
Verify,CERT: 23549,10.546,Valid
Verify,CERT: 93143,10.202,Valid
Verify,CERT: 22911,10.229,Valid
Verify,CERT: 68386,10.340,Valid
Verify,CERT: 47195,10.397,Valid
Verify,CERT: 93173,10.357,Valid
Verify,CERT: 50649,10.706,Valid
Verify,CERT: 37219,10.717,Valid
Verify,CERT: 54572,10.449,Valid
Verify,CERT: 9691,10.380,Valid
Verify,CERT: 59386,10.397,Valid
Verify,CERT: 18694,10.352,Valid
Verify,CERT: 57690,10.154,Valid
Verify,CERT: 33523,10.214,Valid
Verify,CERT: 46973,10.575,Valid
Verify,CERT: 21362,10.284,Valid
Verify,CERT: 50312,10.465,Valid
Verify,CERT: 75293,10.626,Valid
Verify,CERT: 71888,10.367,Valid
Verify,CERT: 26033,10.286,Valid
Verify,CERT: 96216,10.371,Valid
Verify,CERT: 86648,10.160,Valid
Verify,CERT: 54010,10.485,Valid
Verify,CERT: 80502,10.247,Valid
Verify,CERT: 33821,10.534,Valid
Verify,CERT: 14336,10.098,Valid
Verify,CERT: 42449,10.174,Valid
Verify,CERT: 13915,10.126,Valid
Verify,CERT: 27947,10.571,Valid
Verify,CERT: 43889,10.505,Valid
Verify,CERT: 90435,10.302,Valid
Verify,CERT: 21122,10.270,Valid
Verify,CERT: 55607,10.520,Valid
Verify,CERT: 77713,10.347,Valid
Verify,CERT: 27699,10.432,Valid
Verify,CERT: 50245,10.414,Valid
Verify,CERT: 80572,10.299,Valid
Verify,CERT: 49599,10.247,Valid
Verify,CERT: 12307,10.099,Valid
Verify,CERT: 73801,10.244,Valid
Verify,CERT: 9659,10.585,Valid
Verify,CERT: 64514,10.415,Valid
Verify,CERT: 88924,10.314,Valid
Verify,CERT: 55314,10.114,Valid
Verify,CERT: 12262,10.473,Valid
Verify,CERT: 63924,10.560,Valid
Verify,CERT: 39828,10.243,Valid
Verify,CERT: 36667,10.403,Valid
Verify,CERT: 51152,10.203,Valid
Verify,CERT: 50645,10.180,Valid
Verify,CERT: 80879,10.100,Valid
Verify,CERT: 57495,10.117,Valid
Verify,CERT: 83346,10.440,Valid
Verify,CERT: 49292,10.480,Valid
Verify,CERT: 75474,10.381,Valid
Verify,CERT: 2976,10.252,Valid
Verify,CERT: 54625,10.534,Valid
Verify,CERT: 73417,10.212,Valid
Verify,CERT: 51538,10.359,Valid
Verify,CERT: 94941,10.110,Valid
Verify,CERT: 73263,10.564,Valid
Verify,CERT: 50109,10.715,Valid
Verify,CERT: 65946,10.310,Valid
Verify,CERT: 51855,10.535,Valid
Verify,CERT: 1585,10.581,Valid
Verify,CERT: 64684,10.417,Valid
Verify,CERT: 93382,10.519,Valid
Verify,CERT: 51428,10.365,Valid
Verify,CERT: 30786,10.104,Valid
Verify,CERT: 67045,10.305,Valid
Verify,CERT: 19627,10.473,Valid
Verify,CERT: 26509,10.195,Valid
Verify,CERT: 88934,10.510,Valid
Verify,CERT: 29481,10.476,Valid
Verify,CERT: 29944,10.406,Valid
Verify,CERT: 78387,10.071,Valid
Verify,CERT: 74022,10.141,Valid
Verify,CERT: 9297,10.366,Valid
Verify,CERT: 91727,10.510,Valid
Verify,CERT: 60430,10.428,Valid
Verify,CERT: 58671,10.114,Valid
Verify,CERT: 88015,10.563,Valid
Verify,CERT: 55487,10.493,Valid
Verify,CERT: 72370,10.439,Valid
Verify,CERT: 71440,10.170,Valid
Verify,CERT: 46417,10.430,Valid
Verify,CERT: 2777,10.493,Valid
Verify,CERT: 79139,10.261,Valid
Verify,CERT: 88624,10.250,Valid
Verify,CERT: 17060,10.546,Valid
Verify,CERT: 54386,10.208,Valid
Verify,CERT: 86986,10.556,Valid
Verify,CERT: 47406,10.048,Valid
Verify,CERT: 56728,10.339,Valid
Verify,CERT: 1741,10.315,Valid
Verify,CERT: 62568,10.399,Valid
Verify,CERT: 4762,10.086,Valid
Verify,CERT: 3017,10.345,Valid

Verify,CERT: 78937,10.522,Valid
Verify,CERT: 85470,10.625,Valid
Verify,CERT: 18033,10.207,Valid
Verify,CERT: 99180,10.361,Valid
Verify,CERT: 37158,10.372,Valid
Verify,CERT: 23938,10.209,Valid
Verify,CERT: 37999,10.355,Valid
Verify,CERT: 49182,10.202,Valid
Verify,CERT: 99143,10.111,Valid
Verify,CERT: 20080,10.186,Valid
Verify,CERT: 49430,10.130,Valid
Verify,CERT: 36349,10.235,Valid
Verify,CERT: 60793,10.354,Valid
Verify,CERT: 8760,10.210,Valid
Verify,CERT: 42400,10.220,Valid
Verify,CERT: 55022,10.460,Valid
Verify,CERT: 11139,10.488,Valid
Verify,CERT: 13816,10.099,Valid
Verify,CERT: 74739,10.484,Valid
Verify,CERT: 3401,10.333,Valid
Verify,CERT: 70255,10.532,Valid
Verify,CERT: 14847,10.517,Valid
Verify,CERT: 11682,10.070,Valid
Verify,CERT: 61170,10.125,Valid
Verify,CERT: 18422,10.218,Valid
Verify,CERT: 54651,10.406,Valid
Verify,CERT: 87031,10.268,Valid
Verify,CERT: 27896,10.427,Valid
Verify,CERT: 76704,10.330,Valid
Verify,CERT: 81293,10.605,Valid
Verify,CERT: 32732,10.193,Valid
Verify,CERT: 36871,10.188,Valid
Verify,CERT: 52271,10.240,Valid
Verify,CERT: 95613,10.348,Valid
Verify,CERT: 61069,10.529,Valid
Verify,CERT: 30574,10.306,Valid
Verify,CERT: 97684,10.460,Valid
Verify,CERT: 11609,10.405,Valid
Verify,CERT: 31114,10.300,Valid
Verify,CERT: 88480,10.159,Valid
Verify,CERT: 3123,10.485,Valid
Verify,CERT: 25539,10.156,Valid
Verify,CERT: 50375,10.364,Valid
Verify,CERT: 52728,10.569,Valid
Verify,CERT: 30747,10.739,Valid
Verify,CERT: 61677,10.537,Valid
Verify,CERT: 31298,10.470,Valid
Verify,CERT: 67544,10.396,Valid
Verify,CERT: 18420,10.502,Valid
Verify,CERT: 40423,10.399,Valid
Verify,CERT: 190,10.285,Valid
Verify,CERT: 64171,10.427,Valid
Verify,CERT: 31789,10.252,Valid
Verify,CERT: 4493,10.308,Valid
Verify,CERT: 19103,10.331,Valid
Verify,CERT: 61902,10.489,Valid
Verify,CERT: 9778,10.503,Valid
Verify,CERT: 68329,10.221,Valid
Verify,CERT: 56481,10.311,Valid
Verify,CERT: 39530,10.502,Valid
Verify,CERT: 90444,10.088,Valid
Verify,CERT: 17852,10.192,Valid
Verify,CERT: 84163,10.502,Valid
Verify,CERT: 9497,10.190,Valid
Verify,CERT: 22943,10.489,Valid
Verify,CERT: 68335,10.558,Valid
Verify,CERT: 13382,10.505,Valid
Verify,CERT: 79265,10.502,Valid
Verify,CERT: 47691,10.178,Valid
Verify,CERT: 47730,10.370,Valid
Verify,CERT: 59110,10.554,Valid
Verify,CERT: 47983,10.145,Valid
Verify,CERT: 31628,10.418,Valid
Verify,CERT: 35359,10.272,Valid
Verify,CERT: 53067,10.550,Valid
Verify,CERT: 45687,10.407,Valid
Verify,CERT: 42397,10.210,Valid
Verify,CERT: 34132,10.240,Valid
Verify,CERT: 37130,10.382,Valid
Verify,CERT: 89797,10.468,Valid
Verify,CERT: 4244,10.240,Valid
Verify,CERT: 59494,10.334,Valid
Verify,CERT: 7561,10.507,Valid
Verify,CERT: 60954,10.505,Valid
Verify,CERT: 37954,10.583,Valid
Verify,CERT: 66571,10.195,Valid
Verify,CERT: 21115,10.472,Valid
Verify,CERT: 84451,10.265,Valid
Verify,CERT: 75936,10.113,Valid
Verify,CERT: 49759,10.618,Valid
Verify,CERT: 28816,10.292,Valid
Verify,CERT: 41735,10.198,Valid
Verify,CERT: 34281,10.518,Valid
Verify,CERT: 4903,10.575,Valid
Verify,CERT: 14134,10.430,Valid
Verify,CERT: 63145,10.261,Valid
Verify,CERT: 63490,10.156,Valid
Verify,CERT: 37663,10.147,Valid
Verify,CERT: 51135,10.374,Valid
Verify,CERT: 62288,10.289,Valid
Verify,CERT: 35907,10.098,Valid
Verify,CERT: 46727,10.619,Valid
Verify,CERT: 49621,10.705,Valid
Verify,CERT: 43346,10.331,Valid
Verify,CERT: 72676,10.192,Valid
Verify,CERT: 26611,10.514,Valid
Verify,CERT: 80570,10.279,Valid
Verify,CERT: 52513,10.359,Valid
Verify,CERT: 7427,10.282,Valid
Verify,CERT: 53328,10.099,Valid
Verify,CERT: 89714,10.203,Valid
Verify,CERT: 64580,10.166,Valid
Verify,CERT: 2160,10.473,Valid
Verify,CERT: 98193,10.610,Valid
Verify,CERT: 13491,10.197,Valid
Verify,CERT: 19223,10.068,Valid
Verify,CERT: 74313,10.528,Valid
Verify,CERT: 37125,10.382,Valid
Verify,CERT: 79817,10.458,Valid
Verify,CERT: 6290,10.208,Valid
Verify,CERT: 36161,10.434,Valid
Verify,CERT: 69807,10.630,Valid
Verify,CERT: 28905,10.155,Valid
Verify,CERT: 75364,10.372,Valid
Verify,CERT: 82426,10.452,Valid
Verify,CERT: 18110,10.400,Valid
Verify,CERT: 42131,10.501,Valid
Verify,CERT: 83643,10.181,Valid
Verify,CERT: 52809,10.052,Valid
Verify,CERT: 37479,10.123,Valid
Verify,CERT: 19336,10.201,Valid
Verify,CERT: 5898,10.506,Valid
Verify,CERT: 26371,10.485,Valid
Verify,CERT: 45327,10.435,Valid
Verify,CERT: 94624,10.474,Valid
Verify,CERT: 31547,10.107,Valid
Verify,CERT: 6896,10.566,Valid
Verify,CERT: 15756,10.345,Valid
Verify,CERT: 85613,10.129,Valid
Verify,CERT: 74294,10.172,Valid
Verify,CERT: 72353,10.543,Valid
Verify,CERT: 49944,10.383,Valid
Verify,CERT: 47595,10.086,Valid
Verify,CERT: 18106,10.525,Valid
Verify,CERT: 69566,10.153,Valid
Verify,CERT: 61025,10.565,Valid
Verify,CERT: 52909,10.437,Valid
Verify,CERT: 74320,10.370,Valid
Verify,CERT: 15150,10.290,Valid
Verify,CERT: 34024,10.682,Valid
Verify,CERT: 22745,10.417,Valid
Verify,CERT: 80039,10.111,Valid
Verify,CERT: 93732,10.204,Valid
Verify,CERT: 80113,10.151,Valid
Verify,CERT: 40393,10.087,Valid
Verify,CERT: 97599,10.180,Valid
Verify,CERT: 10261,10.166,Valid
Verify,CERT: 35278,10.307,Valid
Verify,CERT: 95707,10.221,Valid
Verify,CERT: 50522,10.171,Valid
Verify,CERT: 33562,10.203,Valid
Verify,CERT: 6932,10.503,Valid
Verify,CERT: 59818,10.390,Valid
Verify,CERT: 66220,10.150,Valid
Verify,CERT: 75466,10.307,Valid
Verify,CERT: 76999,10.544,Valid
Verify,CERT: 66714,10.382,Valid
Verify,CERT: 61532,10.140,Valid
Verify,CERT: 83269,10.157,Valid
Verify,CERT: 95041,10.553,Valid
Verify,CERT: 37665,10.516,Valid
Verify,CERT: 80494,10.167,Valid
Verify,CERT: 920,10.381,Valid
Verify,CERT: 26826,10.233,Valid
Verify,CERT: 95729,10.680,Valid
Verify,CERT: 45335,10.534,Valid
Verify,CERT: 50846,10.439,Valid
Verify,CERT: 23073,10.495,Valid
Verify,CERT: 260,10.173,Valid
Verify,CERT: 30004,10.110,Valid
Verify,CERT: 5140,10.439,Valid
Verify,CERT: 48426,10.252,Valid
Verify,CERT: 7578,10.523,Valid
Verify,CERT: 34794,10.609,Valid
Verify,CERT: 7755,10.520,Valid
Verify,CERT: 58730,10.546,Valid
Verify,CERT: 92968,10.290,Valid
Verify,CERT: 14992,10.560,Valid
Verify,CERT: 19580,10.646,Valid
Verify,CERT: 42958,10.299,Valid
Verify,CERT: 51208,10.281,Valid
Verify,CERT: 7187,10.516,Valid
Verify,CERT: 87790,10.308,Valid
Verify,CERT: 28198,10.332,Valid
Verify,CERT: 3705,10.434,Valid
Verify,CERT: 49780,10.620,Valid
Verify,CERT: 22754,10.258,Valid
Verify,CERT: 20638,10.354,Valid
Verify,CERT: 91023,10.370,Valid
Verify,CERT: 95984,10.563,Valid
Verify,CERT: 891,10.547,Valid
Verify,CERT: 3974,10.248,Valid
Verify,CERT: 73990,10.582,Valid
Verify,CERT: 76082,10.491,Valid
Verify,CERT: 9623,10.259,Valid
Verify,CERT: 37590,10.540,Valid
Verify,CERT: 75409,10.336,Valid
