Operation,Certificate,ProcessingTime(ms),Status
Verify,CERT: 1033,10.132,Valid
Verify,CERT: 21772,10.575,Valid
Verify,CERT: 48431,10.328,Valid
Verify,CERT: 25253,10.685,Valid
Verify,CERT: 50735,10.449,Valid
Verify,CERT: 61795,10.615,Valid
Verify,CERT: 68939,10.130,Valid
Verify,CERT: 2536,10.226,Valid
Verify,CERT: 85536,10.089,Valid
Verify,CERT: 33852,10.454,Valid
Verify,CERT: 4506,10.205,Valid
Verify,CERT: 94464,10.325,Valid
Verify,CERT: 99742,10.169,Valid
Verify,CERT: 60915,10.304,Valid
Verify,CERT: 73859,10.236,Valid
Verify,CERT: 33442,10.351,Valid
Verify,CERT: 7465,10.170,Valid
Verify,CERT: 19788,10.071,Valid
Verify,CERT: 98010,10.320,Valid
Verify,CERT: 50133,10.284,Valid
Verify,CERT: 37964,10.410,Valid
Verify,CERT: 82068,10.337,Valid
Verify,CERT: 32580,10.221,Valid
Verify,CERT: 74517,10.191,Valid
Verify,CERT: 24003,10.306,Valid
Verify,CERT: 876,10.404,Valid
Verify,CERT: 31556,10.321,Valid
Verify,CERT: 67922,10.258,Valid
Verify,CERT: 98002,10.339,Valid
Verify,CERT: 6222,10.229,Valid
Verify,CERT: 42646,10.183,Valid
Verify,CERT: 9054,10.316,Valid
Verify,CERT: 88183,10.221,Valid
Verify,CERT: 1861,10.416,Valid
Verify,CERT: 59658,10.561,Valid
Verify,CERT: 5252,10.251,Valid
Verify,CERT: 89439,10.470,Valid
Verify,CERT: 24938,10.740,Valid
Verify,CERT: 70351,10.145,Valid
Verify,CERT: 53987,10.249,Valid
Verify,CERT: 58235,10.175,Valid
Verify,CERT: 21932,10.292,Valid
Verify,CERT: 75253,10.322,Valid
Verify,CERT: 38125,10.226,Valid
Verify,CERT: 41746,10.605,Valid
Verify,CERT: 47246,10.699,Valid
Verify,CERT: 51165,10.139,Valid
Verify,CERT: 67782,10.308,Valid
Verify,CERT: 46402,10.203,Valid
Verify,CERT: 4200,10.320,Valid
Verify,CERT: 49991,10.074,Valid
Verify,CERT: 22339,10.243,Valid
Verify,CERT: 96536,10.210,Valid
Verify,CERT: 14513,10.468,Valid
Verify,CERT: 21440,10.163,Valid
Verify,CERT: 62956,10.463,Valid
Verify,CERT: 2618,10.441,Valid
Verify,CERT: 7221,10.414,Valid
Verify,CERT: 89848,10.240,Valid
Verify,CERT: 94308,10.272,Valid
Verify,CERT: 38762,10.160,Valid
Verify,CERT: 41523,10.135,Valid
Verify,CERT: 47599,10.593,Valid
Verify,CERT: 92868,10.183,Valid
Verify,CERT: 72996,10.495,Valid
Verify,CERT: 97349,10.192,Valid
Verify,CERT: 5485,10.231,Valid
Verify,CERT: 69739,10.251,Valid
Verify,CERT: 5162,10.173,Valid
Verify,CERT: 69002,10.503,Valid
Verify,CERT: 35714,10.114,Valid
Verify,CERT: 51058,10.174,Valid
Verify,CERT: 86898,10.356,Valid
Verify,CERT: 84493,10.334,Valid
Verify,CERT: 96472,10.372,Valid
Verify,CERT: 71561,10.149,Valid
Verify,CERT: 73288,10.204,Valid
Verify,CERT: 45760,10.259,Valid
Verify,CERT: 37204,10.207,Valid
Verify,CERT: 45563,10.176,Valid
Verify,CERT: 32405,10.272,Valid
Verify,CERT: 17912,10.164,Valid
Verify,CERT: 5199,10.139,Valid
Verify,CERT: 42628,10.304,Valid
Verify,CERT: 61909,10.286,Valid
Verify,CERT: 35590,10.317,Valid
Verify,CERT: 45451,10.519,Valid
Verify,CERT: 34884,10.132,Valid
Verify,CERT: 5631,10.197,Valid
Verify,CERT: 42282,10.070,Valid
Verify,CERT: 25935,10.098,Valid
Verify,CERT: 65445,10.267,Valid
Verify,CERT: 41695,10.322,Valid
Verify,CERT: 22674,10.299,Valid
Verify,CERT: 10044,10.122,Valid
Verify,CERT: 4781,10.295,Valid
Verify,CERT: 11689,10.307,Valid
Verify,CERT: 3014,10.629,Valid
Verify,CERT: 96586,10.082,Valid
Verify,CERT: 16850,10.095,Valid
Verify,CERT: 87618,10.716,Valid
Verify,CERT: 16627,10.349,Valid
Verify,CERT: 63844,10.194,Valid
Verify,CERT: 34842,10.305,Valid
Verify,CERT: 34520,10.402,Valid
Verify,CERT: 61000,10.167,Valid
Verify,CERT: 49610,10.553,Valid
Verify,CERT: 90217,10.504,Valid
Verify,CERT: 17783,10.257,Valid
Verify,CERT: 68263,10.435,Valid
Verify,CERT: 18089,10.151,Valid
Verify,CERT: 85983,10.115,Valid
Verify,CERT: 11371,10.351,Valid
Verify,CERT: 75893,10.112,Valid
Verify,CERT: 37552,10.197,Valid
Verify,CERT: 26768,10.576,Valid
Verify,CERT: 16872,10.500,Valid
Verify,CERT: 76542,10.248,Valid
Verify,CERT: 49275,10.308,Valid
Verify,CERT: 93786,10.281,Valid
Verify,CERT: 73602,10.507,Valid
Verify,CERT: 66034,10.678,Valid
Verify,CERT: 98192,10.319,Valid
Verify,CERT: 56125,10.290,Valid
Verify,CERT: 89492,10.682,Valid
Verify,CERT: 61899,10.121,Valid
Verify,CERT: 75692,10.290,Valid
Verify,CERT: 45914,10.489,Valid
Verify,CERT: 44217,10.572,Valid
Verify,CERT: 42495,10.168,Valid
Verify,CERT: 17086,10.508,Valid
Verify,CERT: 83956,10.425,Valid
Verify,CERT: 19497,10.326,Valid
Verify,CERT: 38485,10.461,Valid
Verify,CERT: 97167,10.061,Valid
Verify,CERT: 43324,10.235,Valid
Verify,CERT: 48994,10.300,Valid
Verify,CERT: 93316,10.090,Valid
Verify,CERT: 78497,10.239,Valid
Verify,CERT: 38870,10.526,Valid
Verify,CERT: 71460,10.318,Valid
Verify,CERT: 6291,10.678,Valid
Verify,CERT: 22720,10.147,Valid
Verify,CERT: 59991,10.631,Valid
Verify,CERT: 88446,10.462,Valid
Verify,CERT: 7235,10.185,Valid
Verify,CERT: 27352,10.154,Valid
Verify,CERT: 61244,10.090,Valid
Verify,CERT: 86867,10.256,Valid
Verify,CERT: 57780,10.320,Valid
Verify,CERT: 91657,10.621,Valid
Verify,CERT: 73941,10.438,Valid
Verify,CERT: 48863,10.112,Valid
Verify,CERT: 84842,10.543,Valid
Verify,CERT: 88788,10.306,Valid
Verify,CERT: 26090,10.161,Valid
Verify,CERT: 6281,10.477,Valid
Verify,CERT: 73779,10.275,Valid
Verify,CERT: 28077,10.338,Valid
Verify,CERT: 95674,10.258,Valid
Verify,CERT: 57028,10.333,Valid
Verify,CERT: 2160,10.537,Valid
Verify,CERT: 62924,10.080,Valid
Verify,CERT: 64755,10.409,Valid
Verify,CERT: 73017,10.354,Valid
Verify,CERT: 17611,10.329,Valid
Verify,CERT: 27109,10.389,Valid
Verify,CERT: 4336,10.163,Valid
Verify,CERT: 93546,10.187,Valid
Verify,CERT: 76021,10.598,Valid
Verify,CERT: 24261,10.330,Valid
Verify,CERT: 11534,10.319,Valid
Verify,CERT: 17625,10.501,Valid
Verify,CERT: 27318,10.202,Valid
Verify,CERT: 81954,10.122,Valid
Verify,CERT: 72044,10.422,Valid
Verify,CERT: 50542,10.151,Valid
Verify,CERT: 17421,10.445,Valid
Verify,CERT: 31263,10.452,Valid
Verify,CERT: 87568,10.196,Valid
Verify,CERT: 30155,10.411,Valid
Verify,CERT: 16311,10.103,Valid
Verify,CERT: 85510,10.250,Valid
Verify,CERT: 99393,10.109,Valid
Verify,CERT: 2832,10.297,Valid
Verify,CERT: 39812,10.219,Valid
Verify,CERT: 87919,10.087,Valid
Verify,CERT: 68460,10.153,Valid
Verify,CERT: 66249,10.377,Valid
Verify,CERT: 74266,10.073,Valid
Verify,CERT: 94794,10.203,Valid
Verify,CERT: 18182,10.068,Valid
Verify,CERT: 54391,10.228,Valid
Verify,CERT: 73497,10.243,Valid
Verify,CERT: 30545,10.277,Valid
Verify,CERT: 82260,10.080,Valid
Verify,CERT: 18580,10.249,Valid
Verify,CERT: 79966,10.168,Valid
Verify,CERT: 71677,10.336,Valid
Verify,CERT: 64089,10.157,Valid
Verify,CERT: 10235,10.283,Valid
Verify,CERT: 86643,10.305,Valid
Verify,CERT: 32001,10.394,Valid
Verify,CERT: 2289,10.331,Valid
Verify,CERT: 98844,10.176,Valid
Verify,CERT: 19958,10.243,Valid
Verify,CERT: 37857,10.404,Valid
Verify,CERT: 17749,10.167,Valid
Verify,CERT: 48184,10.282,Valid
Verify,CERT: 24472,10.104,Valid
Verify,CERT: 98819,10.090,Valid
Verify,CERT: 71985,10.299,Valid
Verify,CERT: 76548,10.475,Valid
Verify,CERT: 13788,10.593,Valid
Verify,CERT: 84264,10.476,Valid
Verify,CERT: 32419,10.423,Valid
Verify,CERT: 45164,10.541,Valid
Verify,CERT: 74503,10.205,Valid
Verify,CERT: 56354,10.294,Valid
Verify,CERT: 671,10.371,Valid
Verify,CERT: 49816,10.452,Valid
Verify,CERT: 84239,10.578,Valid
Verify,CERT: 56314,10.443,Valid
Verify,CERT: 86866,10.577,Valid
Verify,CERT: 45264,10.297,Valid
Verify,CERT: 7243,10.432,Valid
Verify,CERT: 27570,10.448,Valid
Verify,CERT: 54830,10.144,Valid
Verify,CERT: 43092,10.529,Valid
Verify,CERT: 38440,10.567,Valid
Verify,CERT: 39374,10.376,Valid
Verify,CERT: 87522,10.373,Valid
Verify,CERT: 60170,10.466,Valid
Verify,CERT: 96764,10.171,Valid
Verify,CERT: 42842,10.378,Valid
Verify,CERT: 44139,10.333,Valid
Verify,CERT: 34444,10.328,Valid
Verify,CERT: 40386,10.277,Valid
Verify,CERT: 89908,10.373,Valid
Verify,CERT: 14770,10.372,Valid
Verify,CERT: 13019,10.449,Valid
Verify,CERT: 91321,10.400,Valid
Verify,CERT: 49296,10.158,Valid
Verify,CERT: 41977,10.537,Valid
Verify,CERT: 69739,10.246,Valid
Verify,CERT: 73003,10.312,Valid
Verify,CERT: 45709,10.489,Valid
Verify,CERT: 96128,10.111,Valid
Verify,CERT: 87781,10.330,Valid
Verify,CERT: 77596,10.340,Valid
Verify,CERT: 27433,10.263,Valid
Verify,CERT: 87923,10.196,Valid
Verify,CERT: 91874,10.481,Valid
Verify,CERT: 15038,10.414,Valid
Verify,CERT: 48277,10.394,Valid
Verify,CERT: 52510,10.241,Valid
Verify,CERT: 38037,10.404,Valid
Verify,CERT: 28465,10.470,Valid
Verify,CERT: 28798,10.216,Valid
Verify,CERT: 60275,10.135,Valid
Verify,CERT: 65221,10.620,Valid
Verify,CERT: 29248,10.310,Valid
Verify,CERT: 25873,10.375,Valid
Verify,CERT: 74383,10.181,Valid
Verify,CERT: 85932,10.639,Valid
Verify,CERT: 36487,10.508,Valid
Verify,CERT: 65473,10.544,Valid
Verify,CERT: 28712,10.372,Valid
Verify,CERT: 87764,10.397,Valid
Verify,CERT: 33239,10.366,Valid
Verify,CERT: 22465,10.332,Valid
Verify,CERT: 92525,10.625,Valid
Verify,CERT: 94451,10.501,Valid
Verify,CERT: 41650,10.260,Valid
Verify,CERT: 81704,10.405,Valid
Verify,CERT: 42974,10.262,Valid
Verify,CERT: 57669,10.445,Valid
Verify,CERT: 61223,10.476,Valid
Verify,CERT: 46879,10.278,Valid
Verify,CERT: 11224,10.268,Valid
Verify,CERT: 43296,10.470,Valid
Verify,CERT: 59729,10.113,Valid
Verify,CERT: 84828,10.624,Valid
Verify,CERT: 8444,10.516,Valid
Verify,CERT: 35588,10.447,Valid
Verify,CERT: 94577,10.167,Valid
Verify,CERT: 51888,10.608,Valid
Verify,CERT: 89469,10.370,Valid
Verify,CERT: 37461,10.078,Valid
Verify,CERT: 88689,10.347,Valid
Verify,CERT: 69362,10.464,Valid
Verify,CERT: 92484,10.560,Valid
Verify,CERT: 99402,10.242,Valid
Verify,CERT: 25251,10.367,Valid
Verify,CERT: 4296,10.538,Valid
Verify,CERT: 87519,10.143,Valid
Verify,CERT: 60823,10.346,Valid
Verify,CERT: 47643,10.460,Valid
Verify,CERT: 99706,10.557,Valid
Verify,CERT: 79519,10.173,Valid
Verify,CERT: 74897,10.352,Valid
Verify,CERT: 10388,10.465,Valid
Verify,CERT: 16293,10.132,Valid
Verify,CERT: 22086,10.555,Valid
Verify,CERT: 47188,10.159,Valid
Verify,CERT: 62691,10.107,Valid
Verify,CERT: 17558,10.284,Valid
Verify,CERT: 23517,10.381,Valid
Verify,CERT: 1969,10.209,Valid
Verify,CERT: 54894,10.336,Valid
Verify,CERT: 74965,10.397,Valid
Verify,CERT: 36757,10.310,Valid
Verify,CERT: 66935,10.233,Valid
Verify,CERT: 91828,10.229,Valid
Verify,CERT: 53156,10.530,Valid
Verify,CERT: 96676,10.508,Valid
Verify,CERT: 95794,10.352,Valid
Verify,CERT: 85455,10.487,Valid
Verify,CERT: 66570,10.361,Valid
Verify,CERT: 90613,10.615,Valid
Verify,CERT: 16336,10.130,Valid
Verify,CERT: 51617,10.570,Valid
Verify,CERT: 85928,10.257,Valid
Verify,CERT: 46643,10.389,Valid
Verify,CERT: 79505,10.253,Valid
Verify,CERT: 35908,10.520,Valid
Verify,CERT: 88121,10.334,Valid
Verify,CERT: 65813,10.170,Valid
Verify,CERT: 13028,10.614,Valid
Verify,CERT: 71403,10.397,Valid
Verify,CERT: 48747,10.532,Valid
Verify,CERT: 16997,10.426,Valid
Verify,CERT: 38300,10.233,Valid
Verify,CERT: 67000,10.421,Valid
Verify,CERT: 43789,10.725,Valid
Verify,CERT: 41020,10.678,Valid
Verify,CERT: 41754,10.744,Valid
Verify,CERT: 72417,10.555,Valid
Verify,CERT: 30282,10.577,Valid
Verify,CERT: 44724,10.687,Valid
Verify,CERT: 89147,10.593,Valid
Verify,CERT: 23902,10.268,Valid
Verify,CERT: 78992,10.273,Valid
Verify,CERT: 65772,10.534,Valid
Verify,CERT: 86655,10.098,Valid
Verify,CERT: 99257,10.483,Valid
Verify,CERT: 54922,10.579,Valid
Verify,CERT: 1205,10.295,Valid
Verify,CERT: 29753,10.405,Valid
Verify,CERT: 66626,10.158,Valid
Verify,CERT: 63372,10.211,Valid
Verify,CERT: 21067,10.110,Valid
Verify,CERT: 75567,10.126,Valid
Verify,CERT: 27139,10.192,Valid
Verify,CERT: 40731,10.405,Valid
Verify,CERT: 8074,10.551,Valid
Verify,CERT: 73111,10.160,Valid
Verify,CERT: 83582,10.143,Valid
Verify,CERT: 90252,10.543,Valid
Verify,CERT: 68878,10.154,Valid
Verify,CERT: 37984,10.250,Valid
Verify,CERT: 39310,10.103,Valid
Verify,CERT: 34655,10.158,Valid
Verify,CERT: 31524,10.097,Valid
Verify,CERT: 59,10.262,Valid
Verify,CERT: 69800,10.223,Valid
Verify,CERT: 46618,10.271,Valid
Verify,CERT: 15903,10.407,Valid
Verify,CERT: 94181,10.146,Valid
Verify,CERT: 38122,10.554,Valid
Verify,CERT: 63520,10.525,Valid
Verify,CERT: 4906,10.104,Valid
Verify,CERT: 3600,10.507,Valid
Verify,CERT: 82260,10.227,Valid
Verify,CERT: 37716,10.447,Valid
Verify,CERT: 98571,10.153,Valid
Verify,CERT: 17403,10.219,Valid
Verify,CERT: 24861,10.484,Valid
Verify,CERT: 33091,10.390,Valid
Verify,CERT: 24133,10.323,Valid
Verify,CERT: 40259,10.431,Valid
Verify,CERT: 54547,10.211,Valid
Verify,CERT: 82785,10.489,Valid
Verify,CERT: 50803,10.224,Valid
Verify,CERT: 87796,10.195,Valid
Verify,CERT: 11168,10.409,Valid
Verify,CERT: 10527,10.424,Valid
Verify,CERT: 5485,10.560,Valid
Verify,CERT: 19599,10.233,Valid
Verify,CERT: 25852,10.211,Valid
Verify,CERT: 23647,10.427,Valid
Verify,CERT: 97755,10.663,Valid
Verify,CERT: 73589,10.242,Valid
Verify,CERT: 11707,10.499,Valid
Verify,CERT: 13750,10.188,Valid
Verify,CERT: 98620,10.542,Valid
Verify,CERT: 38234,10.108,Valid
Verify,CERT: 84015,10.689,Valid
Verify,CERT: 21944,10.059,Valid
Verify,CERT: 81870,10.337,Valid
Verify,CERT: 31756,10.336,Valid
Verify,CERT: 14761,10.798,Valid
Verify,CERT: 8596,10.685,Valid
Verify,CERT: 45510,10.486,Valid
Verify,CERT: 40493,10.361,Valid
Verify,CERT: 97878,10.271,Valid
Verify,CERT: 34315,10.297,Valid
Verify,CERT: 98426,10.060,Valid
Verify,CERT: 17492,10.421,Valid
Verify,CERT: 97571,10.207,Valid
Verify,CERT: 74017,10.508,Valid
Verify,CERT: 81895,10.426,Valid
Verify,CERT: 29517,10.483,Valid
Verify,CERT: 99218,10.315,Valid
Verify,CERT: 1868,10.272,Valid
Verify,CERT: 58867,10.422,Valid
Verify,CERT: 85990,10.247,Valid
Verify,CERT: 53081,10.585,Valid
Verify,CERT: 19261,10.467,Valid
Verify,CERT: 98351,10.062,Valid
Verify,CERT: 11511,10.372,Valid
Verify,CERT: 1736,10.102,Valid
Verify,CERT: 27049,10.450,Valid
Verify,CERT: 45313,10.385,Valid
Verify,CERT: 3395,10.275,Valid
Verify,CERT: 37214,10.759,Valid
Verify,CERT: 49538,10.510,Valid
Verify,CERT: 68066,10.122,Valid
Verify,CERT: 60246,10.333,Valid
Verify,CERT: 32277,10.076,Valid
Verify,CERT: 39332,10.206,Valid
Verify,CERT: 37214,10.230,Valid
Verify,CERT: 41920,10.333,Valid
Verify,CERT: 57759,10.209,Valid
Verify,CERT: 23308,10.492,Valid
Verify,CERT: 19159,10.649,Valid
Verify,CERT: 65076,10.358,Valid
Verify,CERT: 21268,10.606,Valid
Verify,CERT: 92325,10.173,Valid
Verify,CERT: 14163,10.422,Valid
Verify,CERT: 74157,10.456,Valid
Verify,CERT: 22221,10.434,Valid
Verify,CERT: 23312,10.329,Valid
Verify,CERT: 75499,10.235,Valid
Verify,CERT: 92128,10.492,Valid
Verify,CERT: 26871,10.231,Valid
Verify,CERT: 47107,10.218,Valid
Verify,CERT: 73303,10.366,Valid
Verify,CERT: 6501,10.589,Valid
Verify,CERT: 89719,10.465,Valid
Verify,CERT: 82692,10.312,Valid
Verify,CERT: 16631,10.083,Valid
Verify,CERT: 36716,10.326,Valid
Verify,CERT: 22447,10.426,Valid
Verify,CERT: 8873,10.253,Valid
Verify,CERT: 13327,10.545,Valid
Verify,CERT: 11586,10.085,Valid
Verify,CERT: 82935,10.393,Valid
Verify,CERT: 98264,10.428,Valid
Verify,CERT: 58286,10.177,Valid
Verify,CERT: 22055,10.281,Valid
Verify,CERT: 22205,10.171,Valid
Verify,CERT: 37153,10.127,Valid
Verify,CERT: 44421,10.550,Valid
Verify,CERT: 6397,10.479,Valid
Verify,CERT: 6920,10.533,Valid
Verify,CERT: 53967,10.311,Valid
Verify,CERT: 46408,10.564,Valid
Verify,CERT: 73562,10.373,Valid
Verify,CERT: 17262,10.696,Valid
Verify,CERT: 71171,10.335,Valid
Verify,CERT: 86297,10.274,Valid
Verify,CERT: 36316,10.457,Valid
Verify,CERT: 64373,10.492,Valid
Verify,CERT: 16069,10.371,Valid
Verify,CERT: 47575,10.053,Valid
Verify,CERT: 4256,10.311,Valid
Verify,CERT: 27752,10.202,Valid
Verify,CERT: 24811,10.240,Valid
Verify,CERT: 92779,10.591,Valid
Verify,CERT: 52368,10.466,Valid
Verify,CERT: 2253,10.083,Valid
Verify,CERT: 84857,10.466,Valid
Verify,CERT: 93386,10.149,Valid
Verify,CERT: 93845,10.466,Valid
Verify,CERT: 59671,10.246,Valid
Verify,CERT: 66736,10.240,Valid
Verify,CERT: 83855,10.228,Valid
Verify,CERT: 76500,10.507,Valid
Verify,CERT: 10142,10.336,Valid
Verify,CERT: 31984,10.121,Valid
Verify,CERT: 30539,10.335,Valid
Verify,CERT: 80758,10.458,Valid
Verify,CERT: 40120,10.169,Valid
Verify,CERT: 90916,10.354,Valid
Verify,CERT: 3382,10.209,Valid
Verify,CERT: 29225,10.197,Valid
Verify,CERT: 72384,10.453,Valid
Verify,CERT: 17374,10.456,Valid
Verify,CERT: 4086,10.409,Valid
Verify,CERT: 82530,10.573,Valid
Verify,CERT: 44419,10.571,Valid
Verify,CERT: 6672,10.270,Valid
Verify,CERT: 70613,10.488,Valid
Verify,CERT: 40574,10.492,Valid
Verify,CERT: 89452,10.579,Valid
Verify,CERT: 14746,10.140,Valid
Verify,CERT: 34261,10.237,Valid
Verify,CERT: 26747,10.188,Valid
Verify,CERT: 82946,10.152,Valid
Verify,CERT: 25910,10.505,Valid
Verify,CERT: 3037,10.316,Valid
Verify,CERT: 85012,10.539,Valid
Verify,CERT: 71731,10.465,Valid
Verify,CERT: 81889,10.498,Valid
Verify,CERT: 49195,10.362,Valid
Verify,CERT: 57807,10.679,Valid
Verify,CERT: 70273,10.515,Valid
Verify,CERT: 12815,10.621,Valid
Verify,CERT: 68847,10.312,Valid
Verify,CERT: 84330,10.425,Valid
Verify,CERT: 79994,10.340,Valid
Verify,CERT: 63260,10.231,Valid
Verify,CERT: 21496,10.344,Valid
Verify,CERT: 23043,10.551,Valid
Verify,CERT: 67324,10.502,Valid
Verify,CERT: 13544,10.323,Valid
Verify,CERT: 55689,10.549,Valid
Verify,CERT: 17880,10.491,Valid
Verify,CERT: 43180,10.344,Valid
Verify,CERT: 75369,10.360,Valid
Verify,CERT: 82626,10.532,Valid
Verify,CERT: 47933,10.155,Valid
Verify,CERT: 44253,10.269,Valid
Verify,CERT: 79275,10.495,Valid
Verify,CERT: 91207,10.406,Valid
Verify,CERT: 43811,10.045,Valid
Verify,CERT: 9280,10.527,Valid
Verify,CERT: 54650,10.129,Valid
Verify,CERT: 91349,10.402,Valid
Verify,CERT: 69180,10.303,Valid
Verify,CERT: 49668,10.609,Valid
Verify,CERT: 19854,10.364,Valid
Verify,CERT: 50336,10.380,Valid
Verify,CERT: 63513,10.547,Valid
Verify,CERT: 70810,10.321,Valid
Verify,CERT: 63855,10.517,Valid
Verify,CERT: 97839,10.474,Valid
Verify,CERT: 59004,10.362,Valid
Verify,CERT: 61997,10.443,Valid
Verify,CERT: 83670,10.220,Valid
Verify,CERT: 56646,10.294,Valid
Verify,CERT: 74478,10.330,Valid
Verify,CERT: 15122,10.301,Valid
Verify,CERT: 15947,10.444,Valid
Verify,CERT: 78438,10.644,Valid
Verify,CERT: 70423,10.440,Valid
Verify,CERT: 81434,10.316,Valid
Verify,CERT: 99090,10.661,Valid
Verify,CERT: 9369,10.533,Valid
Verify,CERT: 54722,10.358,Valid
Verify,CERT: 46880,10.503,Valid
Verify,CERT: 50928,10.361,Valid
Verify,CERT: 95314,10.382,Valid
Verify,CERT: 72334,10.195,Valid
Verify,CERT: 87682,10.355,Valid
Verify,CERT: 55525,10.537,Valid
Verify,CERT: 73385,10.161,Valid
Verify,CERT: 92119,10.303,Valid
Verify,CERT: 99193,10.668,Valid
Verify,CERT: 48585,10.129,Valid
Verify,CERT: 58528,10.082,Valid
Verify,CERT: 25917,10.314,Valid
Verify,CERT: 229,10.415,Valid
Verify,CERT: 60157,10.217,Valid
Verify,CERT: 74123,10.618,Valid
Verify,CERT: 67982,10.299,Valid
Verify,CERT: 75032,10.439,Valid
Verify,CERT: 37552,10.353,Valid
Verify,CERT: 42181,10.382,Valid
Verify,CERT: 16616,10.045,Valid
Verify,CERT: 56262,10.264,Valid
Verify,CERT: 68093,10.338,Valid
Verify,CERT: 40608,10.554,Valid
Verify,CERT: 1765,10.452,Valid
Verify,CERT: 25886,10.346,Valid
Verify,CERT: 59136,10.417,Valid
Verify,CERT: 42932,10.393,Valid
Verify,CERT: 81078,10.350,Valid
Verify,CERT: 67481,10.229,Valid
Verify,CERT: 28346,10.176,Valid
Verify,CERT: 44550,10.377,Valid
Verify,CERT: 41630,10.290,Valid
Verify,CERT: 30750,10.636,Valid
Verify,CERT: 80956,10.352,Valid
Verify,CERT: 86914,10.249,Valid
Verify,CERT: 38803,10.107,Valid
Verify,CERT: 84926,10.441,Valid
Verify,CERT: 87349,10.259,Valid
Verify,CERT: 93955,10.271,Valid
Verify,CERT: 52750,10.164,Valid
Verify,CERT: 66600,10.340,Valid
Verify,CERT-123456,10.248,Invalid
